year month day streamflow_m3s qual_control_by_ana qual_flag
1980 09 01 nan nan 0
1980 09 02 nan nan 0
1980 09 03 nan nan 0
1980 09 04 nan nan 0
1980 09 05 nan nan 0
1980 09 06 nan nan 0
1980 09 07 nan nan 0
1980 09 08 nan nan 0
1980 09 09 nan nan 0
1980 09 10 nan nan 0
1980 09 11 nan nan 0
1980 09 12 nan nan 0
1980 09 13 nan nan 0
1980 09 14 nan nan 0
1980 09 15 nan nan 0
1980 09 16 nan nan 0
1980 09 17 nan nan 0
1980 09 18 nan nan 0
1980 09 19 nan nan 0
1980 09 20 nan nan 0
1980 09 21 nan nan 0
1980 09 22 nan nan 0
1980 09 23 nan nan 0
1980 09 24 149.648000 1 1
1980 09 25 138.388000 1 1
1980 09 26 142.108000 1 1
1980 09 27 152.510000 1 1
1980 09 28 162.179000 1 1
1980 09 29 152.510000 1 1
1980 09 30 147.751000 1 1
1980 10 01 155.389000 1 1
1980 10 02 159.257000 1 1
1980 10 03 159.257000 1 1
1980 10 04 169.066000 1 1
1980 10 05 225.346000 1 1
1980 10 06 506.406000 1 1
1980 10 07 728.629000 1 1
1980 10 08 811.391000 1 1
1980 10 09 886.676000 1 1
1980 10 10 nan nan 0
1980 10 11 nan nan 0
1980 10 12 nan nan 0
1980 10 13 nan nan 0
1980 10 14 nan nan 0
1980 10 15 nan nan 0
1980 10 16 nan nan 0
1980 10 17 nan nan 0
1980 10 18 nan nan 0
1980 10 19 nan nan 0
1980 10 20 nan nan 0
1980 10 21 nan nan 0
1980 10 22 nan nan 0
1980 10 23 nan nan 0
1980 10 24 nan nan 0
1980 10 25 nan nan 0
1980 10 26 nan nan 0
1980 10 27 nan nan 0
1980 10 28 nan nan 0
1980 10 29 nan nan 0
1980 10 30 nan nan 0
1980 10 31 nan nan 0
1980 11 01 1142.666000 1 1
1980 11 02 1161.642000 1 1
1980 11 03 1167.356000 1 1
1980 11 04 1155.938000 1 1
1980 11 05 1146.453000 1 1
1980 11 06 1121.914000 1 1
1980 11 07 1080.800000 1 1
1980 11 08 1029.229000 1 1
1980 11 09 912.854000 1 1
1980 11 10 771.289000 1 1
1980 11 11 614.874000 1 1
1980 11 12 480.773000 1 1
1980 11 13 420.044000 1 1
1980 11 14 373.758000 1 1
1980 11 15 348.142000 1 1
1980 11 16 340.578000 1 1
1980 11 17 346.878000 1 1
1980 11 18 371.169000 1 1
1980 11 19 463.936000 1 1
1980 11 20 696.378000 1 1
1980 11 21 878.007000 1 1
1980 11 22 942.833000 1 1
1980 11 23 926.920000 1 1
1980 11 24 864.197000 1 1
1980 11 25 867.643000 1 1
1980 11 26 893.631000 1 1
1980 11 27 941.060000 1 1
1980 11 28 1108.776000 1 1
1980 11 29 1249.590000 1 1
1980 11 30 1311.319000 1 1
1980 12 01 1326.855000 1 1
1980 12 02 1311.319000 1 1
1980 12 03 1282.577000 1 1
1980 12 04 1205.910000 1 1
1980 12 05 1240.826000 1 1
1980 12 06 1229.891000 1 1
1980 12 07 1212.440000 1 1
1980 12 08 1173.379000 1 1
1980 12 09 1136.994000 1 1
1980 12 10 1133.217000 1 1
1980 12 11 1148.348000 1 1
1980 12 12 1138.883000 1 1
1980 12 13 1120.034000 1 1
1980 12 14 1075.233000 1 1
1980 12 15 1040.208000 1 1
1980 12 16 976.724000 1 1
1980 12 17 930.448000 1 1
1980 12 18 891.891000 1 1
1980 12 19 850.462000 1 1
1980 12 20 806.340000 1 1
1980 12 21 776.264000 1 1
1980 12 22 741.668000 1 1
1980 12 23 740.034000 1 1
1980 12 24 774.605000 1 1
1980 12 25 799.623000 1 1
1980 12 26 804.659000 1 1
1980 12 27 900.605000 1 1
1980 12 28 1018.290000 1 1
1980 12 29 1114.400000 1 1
1980 12 30 1136.994000 1 1
1980 12 31 1108.776000 1 1
1981 01 01 941.060000 1 1
1981 01 02 855.604000 1 1
1981 01 03 691.583000 1 1
1981 01 04 563.469000 1 1
1981 01 05 507.843000 1 1
1981 01 06 584.452000 1 1
1981 01 07 653.630000 1 1
1981 01 08 680.438000 1 1
1981 01 09 712.442000 1 1
1981 01 10 740.034000 1 1
1981 01 11 784.580000 1 1
1981 01 12 786.247000 1 1
1981 01 13 769.633000 1 1
1981 01 14 735.139000 1 1
1981 01 15 802.980000 1 1
1981 01 16 951.712000 1 1
1981 01 17 1067.827000 1 1
1981 01 18 1116.277000 1 1
1981 01 19 1169.262000 1 1
1981 01 20 1214.618000 1 1
1981 01 21 1238.637000 1 1
1981 01 22 1234.262000 1 1
1981 01 23 1190.704000 1 1
1981 01 24 1116.277000 1 1
1981 01 25 958.836000 1 1
1981 01 26 816.452000 1 1
1981 01 27 675.681000 1 1
1981 01 28 561.980000 1 1
1981 01 29 468.126000 1 1
1981 01 30 394.690000 1 1
1981 01 31 398.658000 1 1
1981 02 01 483.599000 1 1
1981 02 02 576.928000 1 1
1981 02 03 706.001000 1 1
1981 02 04 881.471000 1 1
1981 02 05 1025.578000 1 1
1981 02 06 1095.690000 1 1
1981 02 07 1190.704000 1 1
1981 02 08 1291.406000 1 1
1981 02 09 1427.690000 1 1
1981 02 10 1491.252000 1 1
1981 02 11 1527.849000 1 1
1981 02 12 1599.314000 1 1
1981 02 13 1645.805000 1 1
1981 02 14 1671.501000 1 1
1981 02 15 1687.900000 1 1
1981 02 16 1692.591000 1 1
1981 02 17 1704.333000 1 1
1981 02 18 1711.387000 1 1
1981 02 19 1723.159000 1 1
1981 02 20 1744.392000 1 1
1981 02 21 1775.165000 1 1
1981 02 22 1798.917000 1 1
1981 02 23 1810.820000 1 1
1981 02 24 1820.355000 1 1
1981 02 25 1825.127000 1 1
1981 02 26 1827.514000 1 1
1981 02 27 1829.901000 1 1
1981 02 28 1827.514000 1 1
1981 03 01 1817.970000 1 1
1981 03 02 1808.438000 1 1
1981 03 03 1803.677000 1 1
1981 03 04 1798.917000 1 1
1981 03 05 1791.784000 1 1
1981 03 06 1782.283000 1 1
1981 03 07 1772.793000 1 1
1981 03 08 1768.053000 1 1
1981 03 09 1765.683000 1 1
1981 03 10 1770.423000 1 1
1981 03 11 1770.423000 1 1
1981 03 12 1763.315000 1 1
1981 03 13 1753.848000 1 1
1981 03 14 1732.589000 1 1
1981 03 15 1711.387000 1 1
1981 03 16 1690.245000 1 1
1981 03 17 1655.139000 1 1
1981 03 18 1573.872000 1 1
1981 03 19 1507.239000 1 1
1981 03 20 1416.405000 1 1
1981 03 21 1366.990000 1 1
1981 03 22 1378.187000 1 1
1981 03 23 1420.916000 1 1
1981 03 24 1434.470000 1 1
1981 03 25 1450.319000 1 1
1981 03 26 1475.304000 1 1
1981 03 27 1479.856000 1 1
1981 03 28 1475.304000 1 1
1981 03 29 1482.134000 1 1
1981 03 30 1495.816000 1 1
1981 03 31 1507.239000 1 1
1981 04 01 1518.681000 1 1
1981 04 02 1530.143000 1 1
1981 04 03 1539.326000 1 1
1981 04 04 1539.326000 1 1
1981 04 05 1525.556000 1 1
1981 04 06 1527.849000 1 1
1981 04 07 1541.624000 1 1
1981 04 08 1553.124000 1 1
1981 04 09 1566.949000 1 1
1981 04 10 1624.848000 1 1
1981 04 11 1657.474000 1 1
1981 04 12 1669.162000 1 1
1981 04 13 1678.525000 1 1
1981 04 14 1683.211000 1 1
1981 04 15 1680.867000 1 1
1981 04 16 1676.183000 1 1
1981 04 17 1664.484000 1 1
1981 04 18 1676.183000 1 1
1981 04 19 1701.984000 1 1
1981 04 20 1732.589000 1 1
1981 04 21 1760.947000 1 1
1981 04 22 1777.537000 1 1
1981 04 23 1791.784000 1 1
1981 04 24 1794.161000 1 1
1981 04 25 1794.161000 1 1
1981 04 26 1796.539000 1 1
1981 04 27 1791.784000 1 1
1981 04 28 1784.657000 1 1
1981 04 29 1779.910000 1 1
1981 04 30 1760.947000 1 1
1981 05 01 1727.872000 1 1
1981 05 02 1687.900000 1 1
1981 05 03 1624.848000 1 1
1981 05 04 1530.143000 1 1
1981 05 05 1425.431000 1 1
1981 05 06 1371.467000 1 1
1981 05 07 1333.526000 1 1
1981 05 08 1280.372000 1 1
1981 05 09 1227.707000 1 1
1981 05 10 1216.797000 1 1
1981 05 11 1221.158000 1 1
1981 05 12 1212.440000 1 1
1981 05 13 1161.642000 1 1
1981 05 14 1131.331000 1 1
1981 05 15 1125.678000 1 1
1981 05 16 1121.914000 1 1
1981 05 17 1123.795000 1 1
1981 05 18 1136.994000 1 1
1981 05 19 1144.559000 1 1
1981 05 20 1152.141000 1 1
1981 05 21 1152.141000 1 1
1981 05 22 1161.642000 1 1
1981 05 23 1175.542000 1 1
1981 05 24 1184.201000 1 1
1981 05 25 1221.158000 1 1
1981 05 26 1269.359000 1 1
1981 05 27 1331.301000 1 1
1981 05 28 1375.946000 1 1
1981 05 29 1378.187000 1 1
1981 05 30 1366.990000 1 1
1981 05 31 1311.319000 1 1
1981 06 01 1282.577000 1 1
1981 06 02 1182.035000 1 1
1981 06 03 1080.800000 1 1
1981 06 04 941.060000 1 1
1981 06 05 836.802000 1 1
1981 06 06 722.140000 1 1
1981 06 07 638.031000 1 1
1981 06 08 630.280000 1 1
1981 06 09 656.765000 1 1
1981 06 10 691.583000 1 1
1981 06 11 763.022000 1 1
1981 06 12 831.698000 1 1
1981 06 13 935.749000 1 1
1981 06 14 1029.229000 1 1
1981 06 15 1118.155000 1 1
1981 06 16 1203.735000 1 1
1981 06 17 1245.207000 1 1
1981 06 18 1260.564000 1 1
1981 06 19 1260.564000 1 1
1981 06 20 1236.450000 1 1
1981 06 21 1210.262000 1 1
1981 06 22 1167.356000 1 1
1981 06 23 1116.277000 1 1
1981 06 24 994.724000 1 1
1981 06 25 867.643000 1 1
1981 06 26 715.669000 1 1
1981 06 27 605.692000 1 1
1981 06 28 520.841000 1 1
1981 06 29 472.329000 1 1
1981 06 30 386.796000 1 1
1981 07 01 328.097000 1 1
1981 07 02 262.343000 1 1
1981 07 03 nan nan 0
1981 07 04 nan nan 0
1981 07 05 nan nan 0
1981 07 06 nan nan 0
1981 07 07 nan nan 0
1981 07 08 nan nan 0
1981 07 09 nan nan 0
1981 07 10 nan nan 0
1981 07 11 nan nan 0
1981 07 12 nan nan 0
1981 07 13 nan nan 0
1981 07 14 nan nan 0
1981 07 15 nan nan 0
1981 07 16 nan nan 0
1981 07 17 nan nan 0
1981 07 18 nan nan 0
1981 07 19 nan nan 0
1981 07 20 nan nan 0
1981 07 21 nan nan 0
1981 07 22 nan nan 0
1981 07 23 nan nan 0
1981 07 24 nan nan 0
1981 07 25 nan nan 0
1981 07 26 nan nan 0
1981 07 27 nan nan 0
1981 07 28 nan nan 0
1981 07 29 nan nan 0
1981 07 30 nan nan 0
1981 07 31 nan nan 0
1981 08 01 nan nan 0
1981 08 02 nan nan 0
1981 08 03 nan nan 0
1981 08 04 nan nan 0
1981 08 05 nan nan 0
1981 08 06 nan nan 0
1981 08 07 nan nan 0
1981 08 08 nan nan 0
