,FECHA_INSTALACION
1900.0,0.00022266755733689602
1915.0,0.00022266755733689602
1922.0,0.0006680026720106881
1924.0,0.00022266755733689602
1928.0,0.00022266755733689602
1929.0,0.00022266755733689602
1930.0,0.00044533511467379205
1931.0,0.00222667557336896
1932.0,0.0013360053440213762
1933.0,0.00022266755733689602
1934.0,0.0015586729013582722
1936.0,0.0006680026720106881
1937.0,0.0008906702293475841
1939.0,0.00022266755733689602
1940.0,0.0015586729013582722
1941.0,0.0008906702293475841
1942.0,0.00044533511467379205
1943.0,0.00022266755733689602
1944.0,0.0006680026720106881
1945.0,0.00111333778668448
1946.0,0.0031173458027165444
1947.0,0.0006680026720106881
1948.0,0.00111333778668448
1949.0,0.00022266755733689602
1950.0,0.00044533511467379205
1951.0,0.00111333778668448
1952.0,0.0017813404586951682
1953.0,0.002449343130705856
1954.0,0.002004008016032064
1955.0,0.0028946782453796484
1956.0,0.0026720106880427524
1957.0,0.004898686261411712
1958.0,0.026052104208416832
1959.0,0.014250723669561345
1960.0,0.008684034736138945
1961.0,0.005789356490759297
1962.0,0.009574704965486529
1963.0,0.023602761077710976
1964.0,0.01603206412825651
1965.0,0.018036072144288578
1966.0,0.017145401914940992
1967.0,0.020930750389668226
1968.0,0.023825428635047875
1969.0,0.01603206412825651
1970.0,0.03518147405922957
1971.0,0.05566688933422401
1972.0,0.03852148741928301
1973.0,0.047428189712758854
1974.0,0.053885548875528835
1975.0,0.024493431307058562
1976.0,0.020485415274994433
1977.0,0.019149409930973058
1978.0,0.027610777109775105
1979.0,0.036517479403250945
1980.0,0.034958806501892675
1981.0,0.016700066800267203
1982.0,0.00890670229347584
1983.0,0.0389668225339568
1984.0,0.033845468715208195
1985.0,0.015809396570919617
1986.0,0.024938766421732355
1987.0,0.013360053440213761
1988.0,0.006234691605433089
1989.0,0.00890670229347584
1990.0,0.01447339122689824
1991.0,0.005789356490759297
1992.0,0.009352037408149633
1993.0,0.006680026720106881
1994.0,0.007348029392117568
1995.0,0.005121353818748608
1996.0,0.0028946782453796484
1997.0,0.006902694277443776
1998.0,0.0008906702293475841
1999.0,0.0037853484747272324
2000.0,0.0013360053440213762
2001.0,0.0031173458027165444
2002.0,0.0015586729013582722
2003.0,0.0015586729013582722
2004.0,0.013137385882876865
2005.0,0.022044088176352707
2006.0,0.004676018704074816
2007.0,0.006457359162769984
2008.0,0.004230683589401024
2009.0,0.0026720106880427524
2010.0,0.0031173458027165444
2011.0,0.002004008016032064
2012.0,0.0013360053440213762
2013.0,0.0026720106880427524
2014.0,0.01002004008016032
2015.0,0.004230683589401024
2016.0,0.009574704965486529
2017.0,0.0222667557336896
2018.0,0.014250723669561345
2019.0,0.005344021376085505
2020.0,0.0008906702293475841
2021.0,0.00111333778668448
