,FECHA_INSTALACION
1915.0,0.00022291573785109228
1920.0,0.00022291573785109228
1922.0,0.0006687472135532769
1924.0,0.00022291573785109228
1928.0,0.00022291573785109228
1929.0,0.00022291573785109228
1930.0,0.00044583147570218456
1931.0,0.002229157378510923
1932.0,0.0013374944271065537
1933.0,0.00022291573785109228
1934.0,0.001560410164957646
1936.0,0.0006687472135532769
1937.0,0.0008916629514043691
1939.0,0.00022291573785109228
1940.0,0.001560410164957646
1941.0,0.0008916629514043691
1942.0,0.00044583147570218456
1943.0,0.00022291573785109228
1944.0,0.0006687472135532769
1945.0,0.0011145786892554615
1946.0,0.003120820329915292
1947.0,0.0006687472135532769
1948.0,0.0011145786892554615
1949.0,0.00022291573785109228
1950.0,0.00044583147570218456
1951.0,0.0011145786892554615
1952.0,0.0017833259028087382
1953.0,0.002452073116362015
1954.0,0.0020062416406598305
1955.0,0.0028979045920642
1956.0,0.0026749888542131075
1957.0,0.00490414623272403
1958.0,0.0260811413285778
1959.0,0.014266607222469906
1960.0,0.008693713776192599
1961.0,0.0057958091841284
1962.0,0.009585376727596968
1963.0,0.023629068212215783
1964.0,0.016049933125278644
1965.0,0.018056174765938474
1966.0,0.017164511814534107
1967.0,0.020954079358002677
1968.0,0.023851983950066876
1969.0,0.015827017387427554
1970.0,0.03522068658047258
1971.0,0.05572893446277307
1972.0,0.038564422648238963
1973.0,0.047481052162282655
1974.0,0.05394560855996433
1975.0,0.024520731163620153
1976.0,0.02050824788230049
1977.0,0.019170753455193937
1978.0,0.027641551493535442
1979.0,0.036558181007579134
1980.0,0.03499777084262149
1981.0,0.01671868033883192
1982.0,0.008916629514043692
1983.0,0.03901025412394115
1984.0,0.03388319215336603
1985.0,0.015827017387427554
1986.0,0.024966562639322336
1987.0,0.013374944271065538
1988.0,0.006241640659830584
1989.0,0.008916629514043692
1990.0,0.014489522960321
1991.0,0.0057958091841284
1992.0,0.009362460989745877
1993.0,0.006687472135532769
1994.0,0.0073562193490860454
1995.0,0.0051270619705751225
1996.0,0.0028979045920642
1997.0,0.0069103878733838605
1998.0,0.0008916629514043691
1999.0,0.003789567543468569
2000.0,0.0013374944271065537
2001.0,0.003120820329915292
2002.0,0.001560410164957646
2003.0,0.001560410164957646
2004.0,0.013152028533214444
2005.0,0.022068658047258136
2006.0,0.004681230494872938
2007.0,0.006464556397681676
2008.0,0.0042353990191707535
2009.0,0.0026749888542131075
2010.0,0.003120820329915292
2011.0,0.0020062416406598305
2012.0,0.0013374944271065537
2013.0,0.0026749888542131075
2014.0,0.010031208203299153
2015.0,0.0042353990191707535
2016.0,0.009585376727596968
2017.0,0.02229157378510923
2018.0,0.014266607222469906
2019.0,0.005349977708426215
2020.0,0.0006687472135532769
2021.0,0.00044583147570218456
